Code,Is_Financial,ROE,ROA,ROIC,Operating_Margin,Gross_Margin,Revenue_Stability,OpProfit_Stability,NetIncome_Stability,EPS_Stability,Dividend_Stability,Debt_Ratio,Interest_Coverage,Current_Ratio,Equity_Ratio,ROE_Improvement,ROA_Improvement,Operating_Margin_Improvement,Gross_Margin_Improvement,Accruals,Net_Operating_Assets,Earnings_Smoothness
015760,False,17.507586180899786,3.3031927188388392,4.136991957454122,14.351492049393682,17.596396218578967,1.9438017700271417,1.4954490419714646,1.0201816487352835,0,0,430.02012510654157,1.9575825562644604,48.233554369230355,18.86720810457878,191.6,0,94.1,5.6,1.439534939355518,1.0,0.1600778989262363
032830,True,6.77168442381855,0.7142037937532864,0.5916106122812218,,,0.0,1.9528480374332047,1.9619328803176592,0,0,848.1445608447373,,,10.546914904084487,1.9,0,1.1,0.0,0.8441188084060895,1.0,0.5178037403607877
009540,False,16.690383204929695,6.9286318391776724,6.5689285017240255,11.628638160258713,16.207606622626386,2.0005698553980937,1.0318777163890593,1.532842252389932,0,0,140.89002839715903,0.6672415843939574,114.35578501534967,41.51271875609915,135.0,0,206.6,18.5,1.5755652369864042,1.0,0.40657948791277193
267260,False,34.39269099265736,13.824178795115577,14.205492722930654,22.52679528403001,33.71114683815649,1.9636750082742027,1.908836451615897,1.9410032054265467,0,0,148.78650299871083,6.136496350364964,134.69741347304154,40.19510656513315,31.0,0,34.2,16.3,0.7852370865243604,1.0,0.4095966282987459
051910,False,-0.6563050931784505,-0.3080981892884597,-0.24188855863055736,-0.6724624915836321,16.610416393178827,1.862493846576349,0.8575497438574962,0.9338945323474173,0,0,113.01815979320115,-0.09429928741092637,113.39302678120262,46.94435446117851,,0,743.9,-4.6,33.67611202635914,1.0,0.18432311161000672
012330,False,8.717701391324681,5.97936756606589,3.665701013005536,5.647947735260828,14.400272708618783,1.956879540169527,2.0427848246676708,1.972151959204944,0,0,45.796378881261376,8.88828125,220.09687522762036,68.58880910988975,5.2,0,16.3,7.5,0.10884663281923555,1.0,1.2987139504249474
035720,False,1.1587754377823576,0.6314286351770454,1.6028358508668197,7.242048490347296,,1.9130402600308762,1.8103956061479702,0.3875361380720053,0,0,83.51645351931974,1.4092692496321726,186.10340440534037,54.491026871044276,63.6,0,29.8,1.1,6.105944673337257,1.0,1.0329286013880694
086790,True,8.845315323123696,0.603889344154718,0.5760322341356717,,,0.0,1.8467697228955913,1.8600595371474131,0,0,1364.724524242889,,,6.827222344194015,8.7,0,4.9,0.0,3.2293100849203555,1.0,0.10990045872934465
005490,False,0.1798343783386591,0.10877023360259488,1.3960308611171754,2.7260075508325188,7.450773282328339,1.8573125643539306,1.712550644602498,1.0737917132253962,0,0,65.3341841626502,0.3991806533871204,195.71377250886883,60.483559710569814,-40.2,0,-12.7,-4.8,42.92569382273948,1.0,0.3659252897325551
010130,False,5.081098973849719,2.6897518500047175,4.04526981944641,5.605283801199081,9.166106348405895,2.3918883853178983,2.1017303662066618,0.8531716056161995,0,0,88.90459094034068,1.3765049879600963,146.53993160329915,52.93641914569546,75.9,0,16.9,40.9,3.398547094188377,0.9999932604564019,0.2932831586867407
